pickup_date,pickup_hour,trip_count,PULocationID_mode,DOLocationID_mode,is_weekend_mode,trip_miles_mean,trip_miles_sum,trip_time_mean,trip_time_sum,base_passenger_fare_mean,base_passenger_fare_sum,tolls_mean,tolls_sum,bcf_mean,bcf_sum,sales_tax_mean,sales_tax_sum,congestion_surcharge_mean,congestion_surcharge_sum,tips_mean,tips_sum,driver_pay_mean,driver_pay_sum,PULocationBorough,PULocationZone,DOLocationBorough,DOLocationZone
2024-07-17,9,8639,112,265,False,4.074920129644635,35203.235,1157.4991318439634,9999635,24.070522051163326,207945.24,0.8125674267855076,7019.77,0.6724181039472161,5809.02,2.0447980090288227,17665.01,1.0848477833082533,9372.0,1.3151105452019909,11361.24,17.908945479800902,154715.38,Brooklyn,Greenpoint,,Outside of NYC
2024-07-17,10,7095,138,265,False,4.692121212121212,33290.6,1245.4549682875263,8836503,25.329189570119805,179710.6,1.0593474277660324,7516.07,0.7154545454545455,5076.15,2.145154334038055,15219.87,1.020542635658915,7240.75,1.4289908386187458,10138.69,19.426658210007048,137832.14,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,11,6567,138,265,False,4.639021775544388,30464.456,1249.8282320694382,8207622,25.458229023907418,167184.19,1.0996116948378254,7221.15,0.7194380995888534,4724.55,2.119020861885184,13915.61,1.0552763819095476,6930.0,1.329157910765951,8728.58,19.44694685548957,127708.1,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,12,6511,138,138,False,4.827416218706804,31431.307,1272.8250652741517,8287364,26.533971740132085,172762.69,1.186346183381969,7724.3,0.754781139609891,4914.38,2.2084549224389494,14379.25,1.0457686991245585,6809.0,1.579499308861926,10284.12,20.0084487789894,130275.01,Queens,LaGuardia Airport,Queens,LaGuardia Airport
2024-07-17,13,6295,138,265,False,4.851966004765687,30543.126,1307.3887212073073,8230012,27.337750595710883,172091.14,1.2029356632247816,7572.48,0.7756108022239874,4882.47,2.281196187450357,14360.13,1.0480142970611597,6597.25,1.6347164416203337,10290.54,20.390068308181096,128355.48,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,14,7039,138,132,False,4.7159850831083965,33195.819,1317.1238812331296,9271235,27.18075152720557,191325.31,1.2778960079556756,8995.11,0.7728683051569826,5440.22,2.2366429890609463,15743.73,0.97631055547663,6872.25,1.6087810768575082,11324.21,20.348410285551925,143232.46,Queens,LaGuardia Airport,Queens,JFK Airport
2024-07-17,15,7062,138,265,False,4.575379779099405,32311.332,1343.6146983857263,9488607,27.12180118946474,191534.16,1.1877088643443785,8387.6,0.768500424808836,5427.15,2.247292551685075,15870.38,1.013239875389408,7155.5,1.590581988105353,11232.69,20.379229679977342,143918.12,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,16,7828,138,265,False,4.400908022483392,34450.308,1354.8026315789473,10605395,26.00398058252427,203559.16,0.97895758814512,7663.28,0.7300255493101687,5714.64,2.1727542156361777,17008.32,1.0468829841594276,8195.0,1.5355671946857434,12020.42,20.207717169136437,158186.01,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,17,8983,161,265,False,3.880176444394968,34855.625,1272.9297562061672,11434728,24.85060447511967,223232.98,0.8004942669486809,7190.84,0.6903239452298787,6201.18,2.061516197261494,18518.6,1.1060614494044303,9935.75,1.379762885450295,12394.41,18.768238895691866,168595.09,Manhattan,Midtown Center,,Outside of NYC
2024-07-17,18,9502,79,265,False,3.8856232372132182,36921.192,1155.481161860661,10979382,24.10215323089876,229018.66,0.823160387286887,7821.67,0.6722258471900652,6387.49,2.014344348558198,19140.3,1.2184276994316985,11577.5,1.356931172384761,12893.56,17.70980951378657,168278.61,Manhattan,East Village,,Outside of NYC
